,course_href,course_name,partner_title,stars,recent_views,num_ratings,num_reviews,description,length,100%_online,shareable_certificate,flexible_deadlines,english,intermediate_level,beginner_level,spanish,chinese_(traditional),arabic,portuguese_(brazilian),russian,advanced_level,chinese_(simplified),french,japanese,specialization,outcome_career_benefit,outcome_pay_increase,outcome_new_career,he_partner,enrollment
57,/learn/data-driven-astronomy,Data-driven Astronomy,The University of Sydney,4.8,28890,999,300,"Science is undergoing a data explosion, and astronomy is leading the way. Modern telescopes produce terabytes of data per observation, and the simulations required to model our observable Universe push supercomputers to their limits. To analyse this data scientists need to be able to think computationally to solve problems. In this course you will investigate the challenges of working with large datasets: how to implement algorithms that work; how to use databases to manage your data; and how to learn from your data with machine learning tools. The focus is on practical skills - all the activities will be done in Python 3, a modern programming language used throughout astronomy.Regardless of whether you’re already a scientist, studying to become one, or just interested in how modern astronomy works ‘under the bonnet’, this course will help you explore astronomy: from planets, to pulsars to black holes.

Course outline:
Week 1: Thinking about data
- Principles of computational thinking
- Discovering pulsars in radio images

Week 2: Big data makes things slow
- How to work out the time complexity of algorithms
- Exploring the black holes at the centres of massive galaxies

Week 3: Querying data using SQL
- How to use databases to analyse your data
- Investigating exoplanets in other solar systems

Week 4: Managing your data
- How to set up databases to manage your data
- Exploring the lifecycle of stars in our Galaxy

Week 5: Learning from data: regression
- Using machine learning tools to investigate your data
- Calculating the redshifts of distant galaxies

Week 6: Learning from data: classification
- Using machine learning tools to classify your data
- Investigating different types of galaxies

Each week will also have an interview with a data-driven astronomy expert.

Note that some knowledge of Python is assumed, including variables, control structures, data structures, functions, and working with files.",24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,,23.0,1,22441
58,/learn/gcp-creating-bigquery-datasets-visualizing-insights,Creating New BigQuery Datasets and Visualizing Insights,Google Cloud,4.6,36740,1201,120,"This is the second course in the Data to Insights specialization. Here we will cover how to ingest new external datasets into BigQuery and  visualize them with Google Data Studio. We will also cover intermediate SQL concepts like multi-table JOINs and UNIONs which will allow you to analyze data across multiple data sources.Note: Even if you have a background in SQL, there are BigQuery specifics (like handling query cache and table wildcards) that may be new to you.

>>> By enrolling in this specialization you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,43.0,14.0,40.0,0,14701
59,/learn/python-databases,Using Databases with Python,University of Michigan,4.8,346024,19380,2935,"This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.  This course will cover Chapters 14-15 of the book “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization. This course covers Python 3.",15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,34.0,14.0,34.0,1,366077
60,/learn/spark-sql,Distributed Computing with Spark SQL,"University of California, Davis",4.5,38684,279,70,"This course is for students with SQL experience and now want to take the next step in gaining familiarity with distributed computing using Spark. Students will gain an understanding of when to use Spark and how Spark as an engine uniquely combines Data and AI technologies at scale. The four modules build on one another and by the end of the course the student will understand: Spark architecture, Spark DataFrame, optimizing reading/writing data, and how to build a machine learning model. The first module will introduce Spark, including how Spark works with distributed computing and what are Spark Dataframes. Module 2 covers the core concepts of Spark such as storage vs. computing, caching, partitions and Spark UI. The third module looks at Engineering Data Pipelines covering connecting to databases, schemas and type, file formats and writing good data. The final module looks at the application of Spark with Machine Learning through the business use case, a short introduction to what machine learning is, building and applying models and a final course conclusion. By understanding when to use Spark, either scaling out when the model or data is too large to process on a single machine, or having a need to simply speed up to get faster results, students will hone their SQL skills and become a more adept Data Scientist.",13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,18215
61,/learn/launching-machine-learning,Launching into Machine Learning,Google Cloud,4.6,41442,3999,459,"Starting from a history of machine learning, we discuss why neural networks today perform so well in a variety of data science problems. We then discuss how to set up a supervised learning problem and find a good solution using gradient descent. This involves creating datasets that permit generalization; we talk about methods of doing so in a repeatable way that supports experimentation.Course Objectives:
Identify why deep learning is currently popular
Optimize and evaluate models using loss functions and performance metrics
Mitigate common problems that arise in machine learning
Create repeatable and scalable training, evaluation, and test datasets",22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,36.0,23.0,37.0,0,34704
62,/learn/smart-analytics-machine-learning-ai-gcp,"Smart Analytics, Machine Learning, and AI on GCP",Google Cloud,4.6,42983,922,117,"Incorporating machine learning into data pipelines increases the ability of businesses to extract insights from their data. This course covers several ways machine learning can be included in data pipelines on Google Cloud Platform depending on the level of customization required. For little to no customization, this course covers AutoML. For more tailored machine learning capabilities, this course introduces AI Platform Notebooks and BigQuery Machine Learning. Also, this course covers how to productionalize machine learning solutions using Kubeflow. Learners will get hands-on experience building machine learning models on Google Cloud Platform using QwikLabs.",8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,21174
63,/learn/linear-algebra-machine-learning,Mathematics for Machine Learning: Linear Algebra,Imperial College London,4.7,456645,9547,1926,"In this course on Linear Algebra we look at what linear algebra is and how it relates to vectors and matrices. Then we look through what vectors and matrices are and how to work with them, including the knotty problem of eigenvalues and eigenvectors, and how to use these to solve problems. Finally  we look at how to use these to do fun things with datasets - like how to rotate images of faces and how to extract eigenvectors to look at how the Pagerank algorithm works.Since we're aiming at data-driven applications, we'll be implementing some of these ideas in code, not just on pencil and paper. Towards the end of the course, you'll write code blocks and encounter Jupyter notebooks in Python, but don't worry, these will be quite short, focussed on the concepts, and will guide you through if you’ve not coded before.

At the end of this course you will have an intuitive understanding of vectors and matrices that will help you bridge the gap into linear algebra problems, and how to apply these concepts to machine learning.",19,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,,28.0,1,236723
64,/learn/excel-intermediate-2,Excel Skills for Business: Intermediate II,Macquarie University,4.8,616624,5884,1342,"Spreadsheet software remains one of the most ubiquitous pieces of software used in workplaces across the world. Learning to confidently operate this software means adding a highly valuable asset to your employability portfolio. In this third course of our Excel specialization Excel Skills for Business you will delve deeper into some of the most powerful features Excel has to offer. When you have successfully completed the course you will be able toCheck for and prevent errors in spreadsheets; 
Create powerful automation in spreadsheets; 
Apply advanced formulas and conditional logic to help make informed business decisions; and
Create spreadsheets that help forecast and model data. 

Once again, we have brought together a great teaching team that will be with you every step of the way. Nicky, Prashan and myself will guide you through each week. As we are exploring these more advanced topics, we are following Alex who is an Excel consultant called in by businesses that experience issues with their spreadsheets.",29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18.0,10.0,15.0,1,127122
65,/learn/python-data-visualization,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,4.7,143118,11242,1457,"In the capstone, students will build a series of applications to retrieve, process and visualize data using Python.   The projects will involve all the elements of the specialization.  In the first part of the capstone, students will do some visualizations to become familiar with the technologies in use and then will pursue their own project to visualize some other data that they have or can find.  Chapters 15 and 16 from the book “Python for Everybody” will serve as the backbone for the capstone. This course covers Python 3.",9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,38.0,19.0,37.0,1,189302
66,/learn/developing-ai-applications-azure,Developing AI Applications on Azure,LearnQuest,4.4,20948,915,249,"This course introduces the concepts of Artificial Intelligence and Machine learning. We'll discuss machine learning types and tasks, and machine learning algorithms. You'll  explore Python as a popular programming language for machine learning solutions, including using some scientific ecosystem packages which will help you implement machine learning. Next, this course introduces the machine learning tools available in Microsoft Azure. We'll review standardized approaches to data analytics and you'll receive specific guidance on Microsoft's Team Data Science Approach. As you go through the course, we'll introduce you to Microsoft's pre-trained and managed machine learning offered as REST API's in their suite of cognitive services. We'll implement solutions using the computer vision API and the facial recognition API, and we'll do sentiment analysis by calling the natural language service.   

Using the Azure Machine Learning Service you'll create and use an Azure Machine Learning Worksace.Then you'll train your own model, and you'll deploy and test your model in the cloud. Throughout the course you will perform hands-on exercises to practice your new AI skills. By the end of this course, you will be able to create, implement and deploy machine learning models.",16,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,25.0,40.0,17.0,0,42146
67,/learn/machine-learning-applied,Introduction to Applied Machine Learning,Alberta Machine Intelligence Institute,4.7,11126,561,136,"This course is for professionals who have heard the buzz around machine learning and want to apply machine learning to data analysis and automation. Whether finance, medicine, engineering, business or other domains, this course will introduce you to problem definition and data preparation in a machine learning project.By the end of the course, you will be able to clearly define a machine learning problem using two approaches. You will learn to survey available data resources and identify potential ML applications. You will learn to take a business need and turn it into a machine learning application. You will prepare data for effective machine learning applications.

This is the first course of the Applied Machine Learning Specialization brought to you by Coursera and the Alberta Machine Intelligence Institute.",7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,17776
68,/learn/data-analytics-business,Introduction to Data Analytics for Business,University of Colorado Boulder,4.7,140503,2530,680,"This course will expose you to the data analytics practices executed in the business world. We will explore such key areas as the analytical process, how data is created, stored, accessed, and how the organization works with data and creates the environment in which analytics can flourish.What you learn in this course will give you a strong foundation in all the areas that support analytics and will help you to better position yourself for success within your organization. You’ll develop skills and a perspective that will make you more productive faster and allow you to become a valuable asset to your organization.

This course also provides a basis for going deeper into advanced investigative and computational methods, which you have an opportunity to explore in future courses of the Data Analytics for Business specialization.",12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,19.0,,33.0,1,140661
69,/learn/praktiki-sozdaniya-analiticheskikh-paneley-power-bi,Практики создания аналитических панелей в среде Microsoft Power BI,Saint Petersburg State University,4.6,10558,67,16,"Курс предназначен для опытных пользователей MS Excel, сталкивающихся с задачей создания системы показателей деятельности компании и представления их в наглядном и удобном для принятия управленческих решений. Данный курс - четвертый в рамках специализации ""Практики анализа экономических данных: от простого к сложному"".Для эффективного анализа деятельности компании необходимо выявить и создать систему показателей ее деятельности и представить их в наглядном и удобном для принятия управленческих решений виде. Четвертый курс специализации «Практики анализа данных от простого к сложному» посвящен обсуждению кейсов, связанных с таким анализом. На примере реальных задач рассматриваются возможности создания системы показателей деятельности компании, примеры эффективного представления отчетов и демонстрируется логика и технология создания аналитических панелей в среде Microsoft Power BI. Слушатель пройдет все этапы разработки информационно-аналитических панелей: от формирования требований до полной разработки дашбордов разного уровня сложности и инструментальной насыщенности. Изучение построено по принципу: от простого к сложному. Слушатель получит практические навыки разработки аналитической среды разного уровня сложности, навыки работы с данными как ресурсом для принятия решений.",10,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,1,5300
70,/learn/social-media-data-analytics,Social Media Data Analytics,University of Washington,4.1,30834,256,67,"Learner Outcomes: After taking this course, you will be able to:- Utilize various Application Programming Interface (API) services to collect data from different social media sources such as YouTube, Twitter, and Flickr.
- Process the collected data - primarily structured - using methods involving correlation, regression, and classification to derive insights about the sources and people who generated that data.
- Analyze unstructured data - primarily textual comments - for sentiments expressed in them.
- Use different tools for collecting, analyzing, and exploring social media data for research and development purposes.

Sample Learner Story: Data analyst wanting to leverage social media data.
Isabella is a Data Analyst working as a consultant for a multinational corporation. She has experience working with Web analysis tools as well as marketing data. She wants to now expand into social media arena, trying to leverage the vast amounts of data available through various social media channels. Specifically, she wants to see how their clients, partners, and competitors view their products/services and talk about them. She hopes to build a new workflow of data analytics that incorporates traditional data processing using Web and marketing tools, as well as newer methods of using social media data.

Sample Job Roles requiring these skills: 
- Social Media Analyst
- Web Analyst
- Data Analyst
- Marketing and Public Relations 

Final Project Deliverable/ Artifact: The course will have a series of small assignments or mini-projects that involve data collection, analysis, and presentation involving various social media sources using the techniques learned in the class.

The course was developed by Dr. Chirag Shah while he was a faculty member at Rutgers University. He is currently a faculty member at University of Washington.",13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40.0,50.0,25.0,1,32022
71,/learn/time-series-survival-analysis,Specialized Models: Time Series and Survival Analysis,IBM,4.3,30017,21,6,"This course introduces you to additional topics in Machine Learning that complement essential tasks, including forecasting and analyzing censored data. You will learn how to find analyze data with a time component and censored data that needs outcome inference. You will learn a few techniques for Time Series Analysis and Survival Analysis. The hands-on section of this course focuses on using best practices and verifying assumptions derived from Statistical Learning.By the end of this course you should be able to:
Identify common modeling challenges with time series data
Explain how to decompose Time Series data: trend, seasonality, and residuals
Explain how autoregressive, moving average, and ARIMA models work
Understand how to select and implement various Time Series models
Describe hazard and survival modeling approaches
Identify types of problems suitable for survival analysis

Who should take this course?
This course targets aspiring data scientists interested in acquiring hands-on experience with Time Series Analysis and Survival Analysis.
 
What skills should you have?
To make the most out of this course, you should have familiarity with programming on a Python development environment, as well as fundamental understanding of Data Cleaning, Exploratory Data Analysis, Calculus, Linear Algebra, Supervised Machine Learning, Unsupervised Machine Learning, Probability, and Statistics.",11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,2480
72,/learn/data-manipulation,Data Manipulation at Scale: Systems and Algorithms,University of Washington,4.3,10108,748,162,"Data analysis has replaced data acquisition as the bottleneck to evidence-based decision making --- we are drowning in it.  Extracting knowledge from large, heterogeneous, and noisy datasets requires not only powerful computing resources, but the programming abstractions to use them effectively.  The abstractions that emerged in the last decade blend ideas from parallel databases, distributed systems, and programming languages to create a new class of scalable data analytics platforms that form the foundation for data science at realistic scales.In this course, you will learn the landscape of relevant systems, the principles on which they rely, their tradeoffs, and how to evaluate their utility against your requirements. You will learn how practical systems were derived from the frontier of research in computer science and what systems are coming on the horizon.   Cloud computing, SQL and NoSQL databases, MapReduce and the ecosystem it spawned, Spark and its contemporaries, and specialized systems for graphs and arrays will be covered.

You will also learn the history and context of data science, the skills, challenges, and methodologies the term implies, and how to structure a data science project.  At the end of this course, you will be able to:

Learning Goals: 
1. Describe common patterns, challenges, and approaches associated with data science projects, and what makes them different from projects in related fields.
2. Identify and use the programming models associated with scalable data manipulation, including relational algebra, mapreduce, and other data flow models.
3. Use database technology adapted for large-scale analytics, including the concepts driving parallel databases, parallel query processing, and in-database analytics
4. Evaluate key-value stores and NoSQL systems, describe their tradeoffs with comparable systems, the details of important examples in the space, and future trends.
5. “Think” in MapReduce to effectively write algorithms for systems including Hadoop and Spark.  You will understand their limitations, design details, their relationship to databases, and their associated ecosystem of algorithms, extensions, and languages.
write programs in Spark
6. Describe the landscape of specialized Big Data systems for graphs, arrays, and streams",20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,56985
73,/learn/mbse,MBSE: Model-Based Systems Engineering ,University at Buffalo,4.5,37773,477,127,"This Model-Based Systems Engineering (MBSE) course and the Digital Thread courses featured earlier in this specialization bring together the concepts from across digital manufacturing and design, forming a vision in which the geometry of a product is just one way of describing it. MBSE is where the model resulting from the evolution of system requirements, design, analysis, verification and validation activities is the focus of design and manufacturing. Students will gain an understanding of systems engineering, the model-based approach to design and manufacturing, the Digital Twin, and a roadmap toward a model-based enterprise.Students will be able to explain the value and expectations of systems engineering and model-based systems engineering, and the underlying motivations and opportunities represented by a model-based enterprise. They will develop the knowledge necessary to perform a baseline assessment of an organization’s potential to leverage MBSE. 

Main concepts of this course will be delivered through lectures, readings, discussions and various videos. 

This is the eighth course in the Digital Manufacturing & Design Technology specialization that explores the many facets of manufacturing’s “Fourth Revolution,”  aka Industry 4.0, and features a culminating project involving creation of a roadmap to achieve a self-established DMD-related professional goal. To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA",21,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,25.0,33.0,1,13639
74,/learn/znakomstvo-r-bazovaya-statistika,Знакомство с R и базовая статистика,Saint Petersburg State University,4.7,17767,62,17,"Статистическая обработка данных и визуализация результатов анализа - это неизбежный этап работы с данными, полученными в различных областях естественных наук, в социологии, психологии или экономике. В этом курсе мы подробно разберем основы статистики и познакомимся с основами языка статистического программирования R. Мы научим вас гибко использовать средства визуализации (диаграммы, графики и т.п.), чтобы сделать результаты анализа максимально доступными и понятными.  Вы научитесь рассчитывать основные описательные статистики: медиану и квантили, среднее и стандартное отклонение.  Вы познакомитесь с принципами использования теоретических распределений статистик для построения доверительных интервалов и тестирования гипотез (на примере t-критерия). Наконец, мы обсудим сложности, возникающие при множественном тестировании гипотез и научим вас преодолевать их.Этот курс для людей, начинающих знакомство со статистикой, а также для тех, кто хочет не только освоить базовые возможности языка R, но и научиться строить сложные графики.",20,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,1,5661
75,/learn/bayesian,Bayesian Statistics,Duke University,3.8,34813,745,241,"This course describes Bayesian statistics, in which one's inferences about parameters or hypotheses are updated as evidence accumulates. You will learn to use Bayes’ rule to transform prior probabilities into posterior probabilities, and be introduced to the underlying theory and perspective of the Bayesian paradigm. The course will apply Bayesian methods to several practical problems, to show end-to-end Bayesian analyses that move from framing the question to building models to eliciting prior probabilities to implementing in R (free statistical software) the final posterior distribution. Additionally, the course will introduce credible regions, Bayesian comparisons of means and proportions, Bayesian regression and inference using multiple models, and discussion of Bayesian prediction.We assume learners in this course have background knowledge equivalent to what is covered in the earlier three courses in this specialization: ""Introduction to Probability and Data,"" ""Inferential Statistics,"" and ""Linear Regression and Modeling.""",35,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17.0,,22.0,1,66298
76,/learn/linear-models-2,Advanced Linear Models for Data Science 2: Statistical Linear Models,Johns Hopkins University,4.6,8554,68,12,"Welcome to the Advanced Linear Models for Data Science Class 2: Statistical Linear Models. This class is an introduction to least squares from a linear algebraic and mathematical perspective. Before beginning the class make sure that you have the following:- A basic understanding of linear algebra and multivariate calculus.
- A basic understanding of statistics and regression models.
- At least a little familiarity with proof based mathematics.
- Basic knowledge of the R programming language.

After taking this course, students will have a firm foundation in a linear algebraic treatment of regression modeling. This will greatly augment applied data scientists' general understanding of regression models.",6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,19179
77,/learn/accounting-analytics,Accounting Analytics,University of Pennsylvania,4.5,40133,2706,501,"Accounting Analytics explores how financial statement data and non-financial metrics can be linked to financial performance.  In this course, taught by Wharton’s acclaimed accounting professors, you’ll learn how data is used to assess what drives financial performance and to forecast future financial scenarios. While many accounting and financial organizations deliver data, accounting analytics deploys that data to deliver insight, and this course will explore the many areas in which accounting data provides insight into other business areas including consumer behavior predictions, corporate strategy, risk management, optimization, and more. By the end of this course, you’ll understand how financial data and non-financial data interact to forecast events, optimize operations, and determine strategy. This course has been designed to help you make better business decisions about the emerging roles of accounting analytics, so that you can apply what you’ve learned to make your own business decisions and create strategy using financial data. ",10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,23.0,11.0,18.0,1,89283
78,/learn/mathematics-sport,Math behind Moneyball,University of Houston,4.5,19032,86,26,"Learn how probability, math, and statistics can be used to help baseball, football and basketball teams improve, player and lineup selection as well as in game strategy.",65,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,,33.0,1,13505
79,/learn/wharton-business-financial-modeling-capstone,Wharton Business and Financial Modeling Capstone,University of Pennsylvania,4.6,27425,415,69,"In this Capstone you will recommend a business strategy based on a data model you’ve constructed. Using a data set designed by Wharton Research Data Services (WRDS), you will implement quantitative models in spreadsheets to identify the best opportunities for success and minimizing risk. Using your newly acquired decision-making skills, you will structure a decision and present this course of action in a professional quality PowerPoint presentation which includes both data and data analysis from your quantitative models.Wharton Research Data Services (WRDS) is the leading data research platform and business intelligence tool for over 30,000 corporate, academic, government and nonprofit clients in 33 countries. WRDS provides the user with one location to access over 200 terabytes of data across multiple disciplines including Accounting, Banking, Economics, ESG, Finance, Insurance, Marketing, and Statistics.",12,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,33.0,22.0,30.0,1,5592
80,/learn/big-data-graph-analytics,Graph Analytics for Big Data,University of California San Diego,4.3,52773,1157,221,"Want to understand your data network structure and how it changes under different conditions? Curious to know how to identify closely interacting clusters within a graph? Have you heard of the fast-growing area of graph analytics and want to learn more? This course gives you a broad overview of the field of graph analytics so you can learn new ways to model, store, retrieve and analyze graph-structured data.After completing this course, you will be able to model a problem into a graph database and perform analytical tasks over the graph in a scalable manner.  Better yet, you will be able to apply these techniques to understand the significance of your data sets for your own projects.",13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,,42.0,1,40032
81,/learn/data-analysis-applications,Прикладные задачи анализа данных,Moscow Institute of Physics and Technology,4.4,30385,717,109,"Методы машинного обучения — будь то алгоритмы классификации или регрессии, методы кластеризации или алгоритмы понижения размерности — применяются к подготовленным данным с вычисленными признаками для решения уже сформулированной задачи. Однако специалисты по анализу данных редко оказываются в такой идеальной ситуации. Обычно перед ними ставят задачи, которые нуждаются в уточнении формулировки, выборе метрики качества и протокола тестирования итоговой модели. Данные, с которыми нужно работать, часто представлены в непригодном виде: они зашумлены, содержат ошибки и выбросы, хранятся в неудобном формате и т. д.В этом курсе мы разберем прикладные задачи из различных областей анализа данных: анализ текста и информационный поиск, коллаборативная фильтрация и рекомендательные системы, бизнес-аналитика, прогнозирование временных рядов. На их примере вы узнаете, как извлекать признаки из разнородных данных, какие при этом возникают проблемы и как их решать. Вы научитесь сводить задачу заказчика к формальной постановке задачи машинного обучения и поймёте, как проверять качество построенной модели на исторических данных и в онлайн-эксперименте. На каждой задаче мы изучим плюсы и минусы пройденных алгоритмов машинного обучения.

Прослушав этот курс, вы познакомитесь с распространенными типами прикладных задач и будете понимать схемы их решения.

Видео курса разработаны на Python 2. Задания и ноутбуки к ним адаптированы к Python 3.",28,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,79.0,40.0,73.0,0,17162
82,/learn/analyze-data,Analyze Data to Answer Questions,Google,4.7,282215,98,16,"This is the fifth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. In this course, you’ll explore the “analyze” phase of the data analysis process. You’ll take what you’ve learned to this point and apply it to your analysis to make sense of the data you’ve collected. You’ll learn how to organize and format your data using spreadsheets and SQL to help you look at and think about your data in different ways. You’ll also find out how to perform complex calculations on your data to complete business objectives. You’ll learn how to use formulas, functions, and SQL queries as you conduct your analysis. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.Learners who complete this certificate program will be equipped to apply for introductory-level jobs as data analysts. No previous experience is necessary.

By the end of this course, you will:
 - Learn how to organize data for analysis.
 - Discover the processes for formatting and adjusting data. 
 - Gain an understanding of how to aggregate data in spreadsheets and by using SQL.
 - Use formulas and functions in spreadsheets for data calculations.
 - Learn how to complete calculations using SQL queries.",23,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,,,,0,3941
83,/learn/data-warehouse-bi-building,Design and Build a Data Warehouse for Business Intelligence Implementation,University of Colorado System,4.6,12458,244,34,"The capstone course, Design and Build a Data Warehouse for Business Intelligence Implementation, features a real-world case study that integrates your learning across all courses in the specialization. In response to business requirements presented in a case study, you’ll design and build a small data warehouse, create data integration workflows to refresh the warehouse, write SQL statements to support analytical and summary query requirements, and use the MicroStrategy business intelligence platform to create dashboards and visualizations.In the first part of the capstone course, you’ll be introduced to a medium-sized firm, learning about their data warehouse and business intelligence requirements and existing data sources. You’ll first architect a warehouse schema and dimensional model for a small data warehouse. You’ll then create data integration workflows using Pentaho Data Integration to refresh your data warehouse. Next, you’ll write SQL statements for analytical query requirements and create materialized views to support summary data management. For data integration workflows and analytical queries, you can use either Oracle or PostgreSQL. Finally, you will use MicroStrategy OLAP capabilities to gain insights into your data warehouse. In the completed project, you’ll have built a small data warehouse containing a schema design, data integration workflows, analytical queries, materialized views, dashboards and visualizations that you’ll be proud to show to your current and prospective employers.",13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,6995
84,/learn/mcmc-bayesian-statistics,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",4.8,45250,395,130,"This is the second of a two-course sequence introducing the fundamentals of Bayesian statistics. It builds on the course Bayesian Statistics: From Concept to Data Analysis, which introduces Bayesian methods through use of simple conjugate models. Real-world data often require more sophisticated models to reach realistic conclusions. This course aims to expand our “Bayesian toolbox” with more general models, and computational techniques to fit them. In particular, we will introduce Markov chain Monte Carlo (MCMC) methods, which allow sampling from posterior distributions that have no analytical solution. We will use the open-source, freely available software R (some experience is assumed, e.g., completing the previous course in R) and JAGS (no experience required). We will learn how to construct, fit, assess, and compare Bayesian statistical models to answer scientific questions involving continuous, binary, and count data. This course combines lecture videos, computer demonstrations, readings, exercises, and discussion boards to create an active learning experience. The lectures provide some of the basic mathematical development, explanations of the statistical modeling process, and a few basic modeling techniques commonly used by statisticians. Computer demonstrations provide concrete, practical walkthroughs. Completion of this course will give you access to a wide range of Bayesian analytical tools, customizable to your data.",30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,,29.0,1,42389
85,/learn/introduction-portfolio-construction-python,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,4.8,117510,947,267,"The practice of investment management has been transformed in recent years by computational methods. This course provides an introduction to the underlying science, with the aim of giving you a thorough understanding of that scientific basis. However, instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language. This course is the first in a four course specialization in Data Science and Machine Learning in Asset Management but can be taken independently. In this course, we cover the basics of Investment Science, and we'll build practical implementations of each of the concepts along the way. We'll start with the very basics of risk and return and quickly progress to cover a range of topics including several Nobel Prize winning concepts. We'll cover some of the most popular practical techniques in modern, state of the art investment management and portfolio construction. 

As we cover the theory and math in lecture videos, we'll also implement the concepts in Python, and you'll be able to code along with us so that you have a deep and practical understanding of how those methods work. By the time you are done, not only will you have a foundational understanding of modern computational methods in investment management, you'll have practical mastery in the implementation of those methods.",24,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,33459
86,/learn/python-visualization,Python Data Visualization,Rice University,4.7,11621,481,75,"This if the final course in the specialization which builds upon the knowledge learned in Python Programming Essentials, Python Data Representations, and Python Data Analysis.  We will learn how to install external packages for use within Python, acquire data from sources on the Web, and then we will clean, process, analyze, and visualize that data. This course will combine the skills learned throughout the specialization to enable you to write interesting, practical, and useful programs.By the end of the course, you will be comfortable installing Python packages, analyzing existing data, and generating visualizations of that data.  This course will complete your education as a scripter, enabling you to locate, install, and use Python packages written by others. You will be able to effectively utilize tools and packages that are widely available to amplify your effectiveness and write useful programs.",9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12.0,,12.0,1,31039
87,/learn/fundamentals-of-reinforcement-learning,Fundamentals of Reinforcement Learning,University of Alberta,4.8,148278,1898,475,"Reinforcement Learning is a subfield of Machine Learning, but is also a general purpose formalism for automated decision-making and AI. This course introduces you to statistical learning techniques where an agent explicitly takes actions and interacts with the world. Understanding the importance and challenges of learning agents that make decisions is of vital importance today, with more and more companies interested in interactive agents and intelligent decision-making. This course introduces you to the fundamentals of Reinforcement Learning. When you finish this course, you will:
- Formalize problems as Markov Decision Processes 
- Understand basic exploration methods and the exploration/exploitation tradeoff
- Understand value functions, as a general-purpose tool for optimal decision-making
- Know how to implement dynamic programming as an efficient solution approach to an industrial control problem

This course teaches you the key concepts of Reinforcement Learning, underlying classic and modern algorithms in RL. After completing this course, you will be able to start using RL for real problems, where you have or can specify the MDP. 

This is the first course of the Reinforcement Learning Specialization.",15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,14.0,1,47582
