,course_href,course_name,partner_title,stars,recent_views,num_ratings,num_reviews,description,outcome,highlight,length
132,/learn/machinetranslation,Machine Translation,Karlsruhe Institute of Technology,4.5,"22,697 recent views",34 ratings,8,"Welcome to the CLICS-Machine Translation MOOCThis MOOC explains the basic principles of machine translation. Machine translation is the task of translating from one natural language to another natural language. Therefore, these algorithms can help people communicate in different languages. Such algorithms are used in common applications, from Google Translate to apps on your mobile device.

After taking this course you will be able to understand the main difficulties of translating natural languages and the principles of different machine translation approaches. A main focus of the course will be the current state-of-the-art neural machine translation technology which uses deep learning methods to model the translation process. You will be able to decide which concepts fit your machine translation application best.

This course is taught by Prof. Dr. Alexander Waibel (http://isl.anthropomatik.kit.edu/english/21_74.php) and Assistant Professor Dr. Jan Niehus (https://www.maastrichtuniversity.nl/jan.niehues).",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 27 hours to complete
133,/learn/bigdataanalysis,大數據分析：商業應用與策略管理 (Big Data Analytics: Business Applications and Strategic Decisions),National Taiwan University,4.6,"19,686 recent views",151 ratings,39,"本課程是為非資料科學專業者設計的大數據領域入門課程，偏商管應用，非資訊技術教學。透過修習本課程，學員將能對資料科學商管領域的範疇與分類建立基本的觀念，並且瞭解其在商管領域的各種應用。在學的學生可藉此為職涯做準備，在職的社會人士則可拓展自己對資料科學的想像，進一步思考在自身工作場域應用資料科學的可能性。本課程共計六週，第一週為學界與業界對談，透過直播企劃呈現大數據應用的議題，作為課程的開端，二到五週由臺灣大學教授進行授課，分別就金融、行銷、社群媒體、輿情分析、行銷智慧等議題，介紹大數據在領域的應用，課程以闡述應用為主，但不會花很多時間在演算法的技術細節。第六週則由玉山金控李正國數位金融長主講，帶入玉山金控積極應用大數據於銀行業的策略，產學合作課程確實結合學界與業界的專家，就資料科學的商管應用做不同面向的介紹。

課程設計中安排一位主持人的課前提問、單元介紹引言、延伸提問等等，引導學生學習與思考，各週授課教師與課程主題概述如下：

第一週：臺灣大學資訊管理學系魏志平教授、玉山金控李正國數位金融長 -- 課程簡介、與大數據的午餐約會直播活動
第二週：臺灣大學工商管理學系與資訊管理學系合聘楊立偉教授 -- 資料分析在金融及財務上的應用
第三週：臺灣大學工商管理學系與資訊管理學系合聘楊立偉教授 -- 資料分析在零售及行銷上的應用
第四週：臺灣大學資訊管理學系陳建錦教授 -- 社群媒體之輿情分析
第五週：臺灣大學資訊管理學系魏志平教授 -- 社群媒體分析與行銷智慧
第六週：玉山金控李正國數位金融長 -- 大數據的商業應用策略","['40%started a new career after completing these courses', '44%got a tangible career benefit from this course', '33%got a pay increase or promotion']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'Chinese (Traditional)']",Approx. 18 hours to complete
134,/learn/machine-learning-sas,Machine Learning Using SAS Viya,SAS,4.7,"39,058 recent views",74 ratings,16,"This course covers the theoretical foundation for different techniques associated with supervised machine learning models. In addition, a business case study is defined to guide participants through all steps of the analytical life cycle, from problem understanding to model deployment, through data preparation, feature selection, model training and validation, and model assessment. A series of demonstrations and exercises is used to reinforce the concepts and the analytical approach to solving business problems. This course uses Model Studio, the pipeline flow interface in SAS Viya that enables you to prepare, develop, compare, and deploy advanced analytics models. You learn to train supervised machine learning models to make better decisions on big data. The SAS applications used in this course make machine learning possible without programming or coding.","['67%got a tangible career benefit from this course', '67%got a pay increase or promotion']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 48 hours to complete
135,/learn/statistical-inferences,Improving your statistical inferences,Eindhoven University of Technology,4.9,"50,472 recent views",664 ratings,213,"This course aims to help you to draw better statistical inferences from empirical research. First, we will discuss how to correctly interpret p-values, effect sizes, confidence intervals, Bayes Factors, and likelihood ratios, and how these statistics answer different questions you might be interested in. Then, you will learn how to design experiments where the false positive rate is controlled, and how to decide upon the sample size for your study, for example in order to achieve high statistical power. Subsequently, you will learn how to interpret evidence in the scientific literature given widespread publication bias, for example by learning about p-curve analysis. Finally, we will talk about how to do philosophy of science, theory construction, and cumulative science, including how to perform replication studies, why and how to pre-register your experiment, and how to share your results following Open Science principles. In practical, hands on assignments, you will learn how to simulate t-tests to learn which p-values you can expect, calculate likelihood ratio's and get an introduction the binomial Bayesian statistics, and learn about the positive predictive value which expresses the probability published research findings are true. We will experience the problems with optional stopping and learn how to prevent these problems by using sequential analyses. You will calculate effect sizes, see how confidence intervals work through simulations, and practice doing a-priori power analyses. Finally, you will learn how to examine whether the null hypothesis is true using equivalence testing and Bayesian statistics, and how to pre-register a study, and share your data on the Open Science Framework.

All videos now have Chinese subtitles. More than 30.000 learners have enrolled so far! 

If you enjoyed this course, I can recommend following it up with me new course ""Improving Your Statistical Questions""",['14%got a tangible career benefit from this course'],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 28 hours to complete
136,/learn/ai-for-medical-treatment,AI For Medical Treatment,DeepLearning.AI,4.7,"28,772 recent views",412 ratings,88,"AI is transforming the practice of medicine. It’s helping doctors diagnose patients more accurately, make predictions about patients’ future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.Medical treatment may impact patients differently based on their existing health conditions. In this third course, you’ll recommend treatments more suited to individual patients using data from randomized control trials. In the second week, you’ll apply machine learning interpretation methods to explain the decision-making of complex machine learning models. Finally, you’ll use natural language entity extraction and question-answering methods to automate the task of labeling medical datasets.

These courses go beyond the foundations of deep learning to teach you the nuances in applying AI to medical use cases. If you are new to deep learning or want to get a deeper foundation of how neural networks work, we recommend that you take the Deep Learning Specialization.",[],"['English', 'Intermediate Level', 'Shareable Certificate', 'Flexible deadlines', 'Course 3 of 3 in the', '100% online']",Approx. 22 hours to complete
137,/learn/intelligent-machining,Intelligent Machining,University at Buffalo,4.6,"12,200 recent views","1,236 ratings",263,"Manufacturers are increasingly utilizing machine tools that are self-aware – they perceive their own states and the state of the surrounding environment – and are able to make decisions related to machine activity processes. This is called intelligent machining, and through this course students will receive a primer on its background, tools and related terminology. Learn how the integration of smart sensors and controls are helping to improve productivity. You’ll be exposed to various sensors and sensing techniques, process control strategies, and open architecture systems that can be leveraged to enable intelligent machining. This course will prepare you to contribute to the implementation of intelligent machining projects. 

Main concepts of this course will be delivered through lectures, readings, discussions and various videos. 

This is the fifth course in the Digital Manufacturing & Design Technology specialization that explores the many facets of manufacturing’s “Fourth Revolution,”  aka Industry 4.0, and features a culminating project involving creation of a roadmap to achieve a self-established DMD-related professional goal. To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 11 hours to complete
138,/learn/applied-data-science-capstone,Applied Data Science Capstone,IBM,4.7,"266,870 recent views","5,246 ratings",669,"This capstone project course will give you a taste of what data scientists go through in real life when working with data. You will learn about location data and different location data providers, such as Foursquare. You will learn how to make RESTful API calls to the Foursquare API to retrieve data about venues in different neighborhoods around the world. You will also learn how to be creative in situations where data are not readily available by scraping web data and parsing HTML code. You will utilize Python and its pandas library to manipulate data, which will help you refine your skills for exploring and analyzing data. 

Finally, you will be required to use the Folium library to great maps of geospatial data and to communicate your results and findings.

If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge upon successful completion of the course.  

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.","['10%got a pay increase or promotion', '39%started a new career after completing these courses', '36%got a tangible career benefit from this course']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 47 hours to complete
139,/learn/discrete-math-and-analyzing-social-graphs,Discrete Math and Analyzing Social Graphs,HSE University,4.4,"113,449 recent views",373 ratings,103,"The main goal of this course is to introduce topics in Discrete Mathematics relevant to Data Analysis.We will start with a brief introduction to combinatorics, the branch of mathematics that studies how to count. Basics of this topic are critical for anyone working in Data Analysis or Computer Science. We will illustrate new knowledge, for example, by counting the number of features in data or by estimating the time required for a Python program to run.

Next, we will apply our knowledge in combinatorics to study basic Probability Theory. Probability is everywhere in Data Analysis and we will study it in much more details later. Our goals for probability section in this course will be to give initial flavor of this field.

Finally, we will study the combinatorial structure that is the most relevant for Data Analysis, namely graphs. Graphs can be found everywhere around us and we will provide you with numerous examples. We will mainly concentrate in this course on the graphs of social networks. We will provide you with relevant notions from the graph theory, illustrate them on the graphs of social networks and will study their basic properties. In the end of the course we will have a project related to social network graphs.

As prerequisites we assume only basic math (e.g., we expect you to know what is a square or how to add fractions), basic programming in Python (functions, loops, recursion), common sense and curiosity. Our intended audience are all people that work or plan to work in Data Analysis, starting from motivated high school students.",[],"['English', 'Shareable Certificate', 'Course 1 of 4 in the', 'Flexible deadlines', '100% online']",Approx. 20 hours to complete
140,/learn/jhu-advanced-data-visualization-r,Advanced Data Visualization with R,Johns Hopkins University,4.8,"10,736 recent views",15 ratings,5,"Data visualization is a critical skill for anyone that routinely using quantitative data in his or her work - which is to say that data visualization is a tool that almost every worker needs today. One of the critical tools for data visualization today is the R statistical programming language. Especially in conjunction with the tidyverse software packages, R has become an extremely powerful and flexible platform for making figures, tables, and reproducible reports. However, R can be intimidating for first time users, and there are so many resources online that it can be difficult to sort through without guidance.This course is the third in the Specialization ""Data Visualization and Dashboarding in R.""  Learners come into this course with a foundation using R to make many basic kinds of visualization, primarily with the ggplot2 package. Accordingly, this course focuses on expanding the learners' inventory of data visualization options. Drawing on additional packages to supplement ggplot2, learners will made more variants of traditional figures, as well as venture into spatial data. The course ends make interactive and animated figures.

To fill that need, this course is intended for learners who have little or no experience with R but who are looking for an introduction to this tool. By the end of this course, students will be able to import data into R, manipulate that data using tools from the popular tidyverse package, and make simple reports using R Markdown. The course is designed for students with good basic computing skills, but limited if any experience with programming.",[],"['English', 'Course 3 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 10 hours to complete
141,/learn/network-path-text-analyses-sas-va,"Performing Network, Path, and Text Analyses in SAS Visual Analytics",SAS,4.8,"5,077 recent views",154 ratings,17,"In this course, you learn about the data structure needed for network, path, and text analytics and how to create network analysis, path analysis, and text analytics in SAS Visual Analytics.",[],"['English', 'Shareable Certificate', 'Course 4 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 4 hours to complete
142,/learn/introduction-al-analisis-de-datos,Introducción al Análisis de Datos,IBM,4.7,"29,164 recent views",25 ratings,9,"Este curso presenta una gentil introducción a los conceptos del análisis de datos, el rol de un Analista de Datos y las herramientas que se utilizan para realizar las funciones diarias. Obtendrás una comprensión del ecosistema de datos y de los fundamentos del análisis de datos, como la recopilación de datos o la minería de datos. También aprenderás las aptitudes generales que se requieren para comunicar eficazmente tus datos a los interesados y cómo el dominio de estas aptitudes puede darte la opción de convertirte en un tomador de decisiones impulsado por los datos.Este curso te ayudará a diferenciar entre los roles de trabajo de un Analista de Datos, un Científico de Datos y un Ingeniero de Datos. Aprenderás las responsabilidades de un Analista de Datos y exactamente lo que implica el análisis de datos. Serás capaz de resumir el ecosistema de datos, como las bases de datos y los almacenes de datos. Luego descubrirás los principales proveedores dentro del ecosistema de datos y explorarás las diversas herramientas en las instalaciones y en la nube. Continúa este emocionante viaje y descubre las plataformas de Grandes Volúmenes de Datos como Hadoop, Hive y Spark. Al final de este curso podrás visualizar la vida diaria de una Analista de Datos, entender las diferentes carreras que están disponibles para el análisis de datos e identificar los muchos recursos disponibles para manejar esta profesión.

     A lo largo de este curso aprenderás los aspectos claves del análisis de datos. Empezarás a explorar los fundamentos de la recopilación de datos, y aprenderás a identificar tus fuentes de datos. Luego aprenderás a limpiar, analizar y compartir tus datos con el uso de visualizaciones y herramientas de paneles de datos. Todo esto se combina en el proyecto final donde se pondrán a prueba tus conocimientos del material del curso, explorarás lo que significa ser un Analista de Datos y te proporcionará un escenario del mundo real del análisis de datos.

     Este curso no requiere ningún tipo experiencia de análisis de datos, hojas de cálculo o ciencia de la computación. Todo lo que necesitas para comenzar es un conocimiento básico de computación, matemáticas de secundaria y acceso a un navegador web moderno como Chrome o Firefox.",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'Spanish']",Approx. 11 hours to complete
143,/learn/applying-data-analytics-business-in-marketing,Applying Data Analytics in Marketing,University of Illinois at Urbana-Champaign,4.5,"22,817 recent views",101 ratings,20,"This course introduces students to the science of business analytics while casting a keen eye toward the artful use of numbers found in the digital space. The goal is to provide businesses and managers with the foundation needed to apply data analytics to real-world challenges they confront daily in their professional lives. Students will learn to identify the ideal analytic tool for their specific needs; understand valid and reliable ways to collect, analyze, and visualize data; and utilize data in decision making for their agencies, organizations or clients.",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 17 hours to complete
144,/learn/inventoryanalytics,Inventory Analytics,Rutgers the State University of New Jersey,4.3,"23,804 recent views",78 ratings,16,"Inventory analytics is the corner stone of supply chain analytics. A company in trade industries may have 30-50% of their assets tied up in inventory. An effective inventory management can improve revenue by increasing product variety and availability, and reduce cost and speed up cash cycle by reducing excessive inventory and waste. Through real-life examples (e.g., Amazon vs Macy’s), you will learn hands-on tools and skills to discover and solve inventory problems by data analytics. Upon completion, you can answer the following questions:

    1. For which industries is inventory important?
    2. How may inventory drive a company’s financial performance?
    3. How do I know that I have an inventory problem?
    4. How to classify inventory and manage it accordingly?

Note: This course is for beginners and thus focuses more on discovering inventory problems than solving them. It is our belief that discovering a problem and knowing which directions to go is at least equally important as solving the problem. We are planning to launch new courses or expand this course to cover more sophisticated inventory solutions in the future - thank you.",[],"['English', 'Shareable Certificate', 'Course 4 of 5 in the', 'Beginner Level', 'Flexible deadlines', '100% online']",Approx. 10 hours to complete
145,/learn/open-source-tools-for-data-science,Tools for Data Science,IBM,4.5,"820,435 recent views","21,021 ratings",3237,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Watson Studio and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers.","['17%got a pay increase or promotion', '30%got a tangible career benefit from this course', '26%started a new career after completing these courses']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 22 hours to complete
146,/learn/supply-chain-analytics,Supply Chain Analytics,Rutgers the State University of New Jersey,4.7,"14,189 recent views",576 ratings,124,"Welcome to Supply Chain Analytics - the art and science of applying data analytics to assess and improve supply chain performance!A supply chain is a complex system with conflicting objectives of cost efficiency and customer satisfaction. Supply chain management is becoming increasingly data driven. Through the real-life story and data of a major US telecommunication company, you will learn the analytics tools / skills to diagnose and optimize a supply chain. Upon completion of this course, you will be able to

1. Use data analytics to assess the impact of various strategies on all aspects of a supply chain, from inventory, shipping, to warehouse order fulfillment, store operations and customer satisfaction. 
2. Customize the supply chain strategy by product to improve the overall cost efficiency without sacrificing customer service. 
3. Obtain hands-on experience on the application and financial impact of analytics in integrated supply chain and logistics planning.

VASTA (name disguised) is a major wireless carrier in the US selling cell phones through a national network of retail stores. Recently, it wrote off a huge amount of obsolete inventory each year and was suffering a significant cost inefficiency in an increasingly stagnant market. VASTA must assess the competitive environment, and renovate its supply chain to stay competitive. At the end of this course, you will help VASTA save $billions on supply chain cost and retain its leadership in a stagnant and saturated market.

I hope you enjoy the course!",[],"['English', 'Course 5 of 5 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 9 hours to complete
147,/learn/advanced-computer-vision-with-tensorflow,Advanced Computer Vision with TensorFlow,DeepLearning.AI,4.8,"96,403 recent views",122 ratings,26,"In this course, you will:a) Explore image classification, image segmentation, object localization, and object detection. Apply transfer learning to object localization and detection.
b) Apply object detection models such as regional-CNN and ResNet-50, customize existing models, and build your own models to detect, localize, and label your own rubber duck images.
c) Implement image segmentation using variations of the fully convolutional network (FCN) including U-Net and d) Mask-RCNN to identify and detect numbers, pets, zombies, and more.
d) Identify which parts of an image are being used by your model to make its predictions using class activation maps and saliency maps and apply these ML interpretation methods to inspect and improve the design of a famous network, AlexNet.


The DeepLearning.AI TensorFlow: Advanced Techniques Specialization introduces the features of TensorFlow that provide learners with more control over their model architecture and tools that help them create and train advanced ML models.  

This Specialization is for early and mid-career software and machine learning engineers with a foundational understanding of TensorFlow who are looking to expand their knowledge and skill set by learning advanced TensorFlow features to build powerful models.",[],"['English', 'Course 3 of 4 in the', 'Intermediate Level', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 24 hours to complete
148,/learn/ai-data-bias,Artificial Intelligence Data Fairness and Bias						,LearnQuest,4.9,"5,197 recent views",43 ratings,8,"In this course, we will explore fundamental issues of fairness and bias in machine learning. As predictive models begin making important decisions, from college admission to loan decisions, it becomes paramount to keep models from making unfair predictions. From human bias to dataset awareness, we will explore many aspects of building more ethical models.",[],"['English', 'Course 2 of 4 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 6 hours to complete
149,/learn/gis-1,Geographical Information Systems - Part 1,École Polytechnique Fédérale de Lausanne,3.7,"10,816 recent views",47 ratings,15,"This course is organized into two parts presenting the theoretical and practical foundations of geographic information systems (GIS).- Together theses courses constitute an introduction to GIS and require no prior knowledge.
- By following this introduction to GIS you will quickly acquire the basic knowledge required to create spatial databases and produce high-quality maps and cartographic representations.
- This is a practical course and is based on free, open-source software, including QGIS.
If you study or work in the fields of land management or the analysis of geographically distributed objects such as land use planning, biology, public health, ecology, or energy, then this course is for you!

In this first part of the course, we will focus on the digitization and the storage of geodata. In particular, you will learn:
- To characterize spatial objects and/or phenomena (territory modeling) with respect to their position in space (through coordinate systems, projections, and spatial relationships) and according to their intrinsic nature (object/vector mode vs. Image/raster mode); 
- About the different means used to acquire spatial data; including direct measurement, georeferencing images, digitization, existing data source, etc.);
- About the different ways in which geodata can be stored - notably, files and relational databases;
- How to use data modeling tools to describe and create a spatial database;
- To query and analyze data using SQL, a common data manipulation language.

The second part of this course will focus on methods of spatial analysis and geodata representation. In this section, you will learn:
- How to describe and quantify the spatial properties of discrete variables, for example through spatial autocorrelation;
- To work with continuous variables. In particular, we will look at sampling strategies, how to construct contour lines and isovalue curves, and we will explore different interpolation methods;
- To use digital elevation models and create their derivative products (i.e. slope, orientation);
- How to evaluate the interaction between different types of geodata through overlay and interaction techniques;
- How to create effective maps based around the rules of graphic semiology;
- Finally, we will also explore other, increasingly common, forms of spatial representation such as interactive web-mapping and 3D representations.

You can find an interactive forum for course participants on our Facebook page: https://www.facebook.com/moocsig",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 16 hours to complete
150,/learn/introduction-trading-machine-learning-gcp,"Introduction to Trading, Machine Learning & GCP",Google Cloud,4.0,"48,290 recent views",601 ratings,165,"In this course, you’ll learn about the fundamentals of trading, including the concept of trend, returns, stop-loss, and volatility. You will learn how to identify the profit source and structure of basic quantitative trading strategies. This course will help you gauge how well the model generalizes its learning, explain the differences between regression and forecasting, and identify the steps needed to create development and implementation backtesters. By the end of the course, you will be able to use Google Cloud Platform to build basic machine learning models in Jupyter Notebooks. To be successful in this course, you should have advanced competency in Python programming and familiarity with pertinent libraries for machine learning, such as Scikit-Learn, StatsModels, and Pandas. Experience with SQL is recommended. You should have a background in statistics (expected values and standard deviation, Gaussian distributions, higher moments, probability, linear regressions) and foundational knowledge of financial markets (equities, bonds, derivatives, market structure, hedging).","['17%got a pay increase or promotion', '12%got a tangible career benefit from this course']","['English', 'Intermediate Level', 'Shareable Certificate', 'Flexible deadlines', 'Course 1 of 3 in the', '100% online']",Approx. 9 hours to complete
151,/learn/building-deep-learning-models-with-tensorflow,Building Deep Learning Models with TensorFlow,IBM,4.4,"15,982 recent views",541 ratings,111,"The majority of data in the world is unlabeled and unstructured. Shallow neural networks cannot easily capture relevant structure in, for instance, images, sound, and textual data. Deep networks are capable of discovering hidden structures within this type of data. In this course you’ll use TensorFlow library to apply deep learning to different data types in order to solve real world problems.Learning Outcomes:
After completing this course, learners will be able to:
•	explain foundational TensorFlow concepts such as the main functions, operations and the execution pipelines. 
•	describe how TensorFlow can be used in curve fitting, regression, classification and minimization of error functions. 
•	understand different types of Deep Architectures, such as Convolutional Networks, Recurrent Networks and Autoencoders.
•	apply TensorFlow for backpropagation to tune the weights and biases while the Neural Networks are being trained.",[],"['English', 'Course 5 of 6 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 13 hours to complete
152,/learn/sas-sql,Structured Query Language (SQL) using SAS ,SAS,4.9,"32,457 recent views",79 ratings,19,"Course DescriptionIn this course, you learn about Structured Query Language (SQL) and how it can be used in SAS programs to create reports and query your data.   

“By the end of this course, a learner will be able to…”
●	Query and subset data.
●	Summarize and present data.
●	Combine tables using joins and set operators.
●	Create and modify tables and views.
●	Create data-driven macro variables using a query.
●	Access DBMS data with SAS/ACCESS technology.",[],"['English', 'Shareable Certificate', 'Flexible deadlines', 'Course 1 of 3 in the', '100% online']",Approx. 24 hours to complete
153,/learn/big-data-visualizacion-datos,Big Data: visualización de datos,Universitat Autònoma de Barcelona,4.6,"7,963 recent views",139 ratings,53,"“Visualización de datos” es el cuarto curso de la especialización “Biga Data- Uso práctico de datos masivos. Organizado en cuatro semanas, tiene por objetivo motivar e introducir los conceptos clave de la visualización de datos así como mostrar ejemplos en diferentes contextos. Además, se proporcionan criterios para formular el problema y elegir las herramientas más adecuadas para obtener una correcta visualización. Este debe ser un curso introductorio, motivador e inspirador para la narración de historias a través de la visualización de sus datos.Los cuatro módulos en los que se estructura el curso son los siguientes:
MÓDULO 1: Contexto para la visualización de datos hoy
MÓDULO 2: Herramientas de análisis y visualización de datos
MÓDULO 3: El proceso de creación de una visualización de datos
MÓDULO 4: Otros aspectos de la visualización de datos",[],"['Shareable Certificate', 'Course 4 of 5 in the', 'Spanish', 'Flexible deadlines', '100% online']",Approx. 9 hours to complete
154,/learn/python-text-mining,Applied Text Mining in Python,University of Michigan,4.3,"87,886 recent views","3,454 ratings",662,"This course will introduce the learner to text mining and text manipulation basics. The course begins with an understanding of how text is handled by python, the structure of text both to the machine and to humans, and an overview of the nltk framework for manipulating text. The second week focuses on common manipulation needs, including regular expressions (searching for text), cleaning text, and preparing text for use by machine learning processes. The third week will apply basic natural language processing methods to text, and demonstrate how text classification is accomplished. The final week will explore more advanced methods for detecting the topics in documents and grouping them by similarity (topic modelling). This course should be taken after: Introduction to Data Science in Python, Applied Plotting, Charting & Data Representation in Python, and Applied Machine Learning in Python.","['29%started a new career after completing these courses', '32%got a tangible career benefit from this course']","['English', 'Shareable Certificate', 'Course 4 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 29 hours to complete
155,/learn/gcp-big-data-ml-fundamentals,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,4.7,"282,690 recent views","13,018 ratings",2309,"This course introduces participants to the big data capabilities of Google Cloud. Through a combination of presentations, demos, and hands-on labs, participants get an overview of Google Cloud and a detailed view of the data processing and machine learning capabilities. This course showcases the ease, flexibility, and power of big data solutions on Google Cloud.","['39%got a tangible career benefit from this course', '41%started a new career after completing these courses']","['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 12 hours to complete
156,/learn/entrepreneurs-blockchain-technology,How Entrepreneurs in Emerging Markets can master the Blockchain Technology,University of Cape Town,4.5,"2,923 recent views",26 ratings,8,"In this course, you will gain a thorough understanding of the blockchain and distributed ledger technologies, including an introduction to the necessary foundations in cryptography. The course will discuss blockchain as a distributed ledger and introduce distributed consensus as a mechanism to maintain the integrity of the blockchain. The other revolutionary technologies that are changing the world as we speak are artificial intelligence and machine learning. You will learn about the three major types of AI algorithms: supervised and unsupervised machine learning, as well as reinforcement learning. You will learn about the application of blockchain outside of finance. In particular, how blockchain fundamentally changes the way we deal with our personal data. You will see how the web 2.0 model--where big companies like facebook and google collect as much of your personal data as possible to sell it to third parties--is coming to an end. The new web 3.0 is decentralized and uses the power of the blockchain to put users in full control over their own data. Finally, we will look at the benefits and considerations of blockchain and whether blockchain is the right solution for your problem.

#UCTFintech",[],"['English', 'Course 2 of 4 in the', 'Shareable Certificate', 'Flexible deadlines', '100% online']",Approx. 10 hours to complete
157,/learn/dataviz-dashboards,Creating Dashboards and Storytelling with Tableau,"University of California, Davis",4.6,"64,604 recent views",805 ratings,143,"Leveraging the visualizations you created in the previous course, Visual Analytics with Tableau, you will create dashboards that help you identify the story within your data, and you will discover how to use Storypoints to create a powerful story to leave a lasting impression with your audience.You will balance the goals of your stakeholders with the needs of your end-users, and be able to structure and organize your story for maximum impact. Throughout the course you will apply more advanced functions within Tableau, such as hierarchies, actions and parameters to guide user interactions.  For your final project, you will create a compelling narrative to be delivered in a meeting, as a static report, or in an interactive display online.","['32%got a tangible career benefit from this course', '33%started a new career after completing these courses']","['English', 'Shareable Certificate', 'Course 4 of 5 in the', 'Beginner Level', 'Flexible deadlines', '100% online']",Approx. 15 hours to complete
158,/learn/sequence-models-tensorflow-gcp,Sequence Models for Time Series and Natural Language Processing,Google Cloud,4.4,"16,584 recent views",446 ratings,63,"This course is an introduction to sequence models and their applications, including an overview of sequence model architectures and how to handle inputs of variable length.• Predict future values of a time-series
• Classify free form text
• Address time-series and text problems with recurrent neural networks
• Choose between RNNs/LSTMs and simpler models
• Train and reuse word embeddings in text problems

You will get hands-on practice building and optimizing your own text classification and sequence models on a variety of public datasets in the labs we’ll work on together.  

Prerequisites: Basic SQL, familiarity with Python and TensorFlow","['50%started a new career after completing these courses', '67%got a tangible career benefit from this course']","['English', 'Shareable Certificate', 'Course 4 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 15 hours to complete
159,/learn/ibm-exploratory-data-analysis-for-machine-learning,Exploratory Data Analysis for Machine Learning,IBM,4.6,"107,248 recent views",234 ratings,56,"This first course in the IBM Machine Learning Professional Certificate introduces you to Machine Learning and the content of the professional certificate. In this course you will realize the importance of good, quality data. You will learn common techniques to retrieve your data, clean it, apply feature engineering, and have it ready for preliminary analysis and hypothesis testing.By the end of this course you should be able to:
Retrieve data from multiple data sources: SQL, NoSQL databases, APIs, Cloud 
Describe and use common feature selection and feature engineering techniques
Handle categorical and ordinal features, as well as missing values
Use a variety of techniques for detecting and dealing with outliers
Articulate why feature scaling is important and use a variety of scaling techniques
 
Who should take this course?
This course targets aspiring data scientists interested in acquiring hands-on experience  with Machine Learning and Artificial Intelligence in a business setting.
 
What skills should you have?
To make the most out of this course, you should have familiarity with programming on a Python development environment, as well as fundamental understanding of Calculus, Linear Algebra, Probability, and Statistics.",[],"['100% online', 'Shareable Certificate', 'Flexible deadlines', 'English']",Approx. 8 hours to complete
160,/learn/big-data-ai-ethics,"Big Data, Artificial Intelligence, and Ethics","University of California, Davis",4.6,"20,299 recent views",304 ratings,83,"This course gives you context and first-hand experience with the two major catalyzers of the computational science revolution: big data and artificial intelligence. With more than 99% of all mediated information in digital format and with 98% of the world population using digital technology, humanity produces an impressive digital footprint. In theory, this provides unprecedented opportunities to understand and shape society. In practice, the only way this information deluge can be processed is through using the same digital technologies that produced it. Data is the fuel, but machine learning it the motor to extract remarkable new knowledge from vasts amounts of data. Since an important part of this data is about ourselves, using algorithms in order to learn more about ourselves naturally leads to ethical questions. Therefore, we cannot finish this course without also talking about research ethics and about some of the old and new lines computational social scientists have to keep in mind. As hands-on labs, you will use IBM Watson’s artificial intelligence to extract the personality of people from their digital text traces, and you will experience the power and limitations of machine learning by teaching two teachable machines from Google yourself.",[],"['English', 'Shareable Certificate', 'Course 2 of 5 in the', 'Flexible deadlines', '100% online']",Approx. 12 hours to complete
